PMID,Title,Year,Journal,URL,DOI
"39966793","How good is your synthetic data? SynthRO, a dashboard to evaluate and benchmark synthetic tabular data.","2025","BMC medical informatics and decision making","https://pubmed.ncbi.nlm.nih.gov/39966793/","https://doi.org/10.1186/s12911-024-02731-9"
"40785165","Hidden patterns and overlooked pitfalls in AI-generated dermatology images: Beyond surface diversity.","2025","Journal of the European Academy of Dermatology and Venereology : JEADV","https://pubmed.ncbi.nlm.nih.gov/40785165/","https://doi.org/10.1111/jdv.70002"
"40816000","Healthcare and cutting-edge technology: Advancements, challenges, and future prospects.","2025","Computers in biology and medicine","https://pubmed.ncbi.nlm.nih.gov/40816000/","https://doi.org/10.1016/j.compbiomed.2025.110861"
"40053403","Health equity in the era of large language models.","2025","The American journal of managed care","https://pubmed.ncbi.nlm.nih.gov/40053403/","https://doi.org/10.37765/ajmc.2025.89695"
"41264894","Health Equity Considerations in the Age of Artificial Intelligence.","2025","Neurology","https://pubmed.ncbi.nlm.nih.gov/41264894/","https://doi.org/10.1212/WNL.0000000000214356"
"40050981","Harnessing the power of artificial intelligence for disease-surveillance purposes.","2025","BMC proceedings","https://pubmed.ncbi.nlm.nih.gov/40050981/","https://doi.org/10.1186/s12919-025-00320-w"
"41252126","Harnessing Artificial Intelligence to Transform Clinical Trials and Cancer Care: Opportunities and Challenges.","2025","Cancer journal (Sudbury, Mass.)","https://pubmed.ncbi.nlm.nih.gov/41252126/","https://doi.org/10.1097/PPO.0000000000000796"
"40636636","Harnessing Artificial Intelligence in Lifestyle Medicine: Opportunities, Challenges, and Future Directions.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/40636636/","https://doi.org/10.7759/cureus.85580"
"40812476","Harnessing Artificial Intelligence and Precision Diets for Brain Health and Cognitive Resilience.","2025","The Journal of nutrition","https://pubmed.ncbi.nlm.nih.gov/40812476/","https://doi.org/10.1016/j.tjnut.2025.08.007"
"39909187","Harnessing AI for enhanced evidence-based laboratory medicine (EBLM).","2025","Clinica chimica acta; international journal of clinical chemistry","https://pubmed.ncbi.nlm.nih.gov/39909187/","https://doi.org/10.1016/j.cca.2025.120181"
"40590973","Harnessing AI for Improved Diagnosis and Management of Pediatric Sepsis: Current Advances, Challenges, and Future Directions.","2025","Pediatric emergency care","https://pubmed.ncbi.nlm.nih.gov/40590973/","https://doi.org/10.1097/PEC.0000000000003397"
"41274526","Guiding artificial intelligence in public health and medicine with epidemiology: A lifecycle framework for mitigating AI misalignment.","2025","Annals of epidemiology","https://pubmed.ncbi.nlm.nih.gov/41274526/","https://doi.org/10.1016/j.annepidem.2025.11.004"
"41038065","Guidance to undertaking systematic evidence maps.","2025","Environment international","https://pubmed.ncbi.nlm.nih.gov/41038065/","https://doi.org/10.1016/j.envint.2025.109827"
"39441682","Grade-Skewed Domain Adaptation via Asymmetric Bi-Classifier Discrepancy Minimization for Diabetic Retinopathy Grading.","2025","IEEE transactions on medical imaging","https://pubmed.ncbi.nlm.nih.gov/39441682/","https://doi.org/10.1109/TMI.2024.3485064"
"41008671","Governing Artificial Intelligence in Radiology: A Systematic Review of Ethical, Legal, and Regulatory Frameworks.","2025","Diagnostics (Basel, Switzerland)","https://pubmed.ncbi.nlm.nih.gov/41008671/","https://doi.org/10.3390/diagnostics15182300"
"41172342","Governing AI in Mental Health: 50-State Legislative Review.","2025","JMIR mental health","https://pubmed.ncbi.nlm.nih.gov/41172342/","https://doi.org/10.2196/80739"
"40444183","Governance for anti-racist AI in healthcare: integrating racism-related stress in psychiatric algorithms for Black Americans.","2025","Frontiers in digital health","https://pubmed.ncbi.nlm.nih.gov/40444183/","https://doi.org/10.3389/fdgth.2025.1492736"
"40475298","Global trends in the use of artificial intelligence for urological tumor histopathology: A 20-year bibliometric analysis.","2025","Digital health","https://pubmed.ncbi.nlm.nih.gov/40475298/","https://doi.org/10.1177/20552076251348834"
"41264163","Global trends in artificial intelligence applications for gastric cancer prediction, treatment, and management: a topic modeling and bibliometric analysis.","2025","Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico","https://pubmed.ncbi.nlm.nih.gov/41264163/","https://doi.org/10.1007/s12094-025-04119-1"
"41039915","Getting Started on Artificial Intelligence in Health Care and Clinical Research: Includes Rigor Checklist for Authors and Reviewers.","2025","Advances in wound care","https://pubmed.ncbi.nlm.nih.gov/41039915/","https://doi.org/10.1177/21621918251380217"
"41251552","Generative AI and Foundation Models in Radiology: Applications, Opportunities, and Potential Challenges.","2025","Radiology","https://pubmed.ncbi.nlm.nih.gov/41251552/","https://doi.org/10.1148/radiol.242961"
"41401240","Generative AI Mental Health Chatbots as Therapeutic Tools: Systematic Review and Meta-Analysis of Their Role in Reducing Mental Health Issues.","2025","Journal of medical Internet research","https://pubmed.ncbi.nlm.nih.gov/41401240/","https://doi.org/10.2196/78238"
"40163154","Generating synthetic brain PET images of synaptic density based on MR T1 images using deep learning.","2025","EJNMMI physics","https://pubmed.ncbi.nlm.nih.gov/40163154/","https://doi.org/10.1186/s40658-025-00744-5"
"39037877","Generalizable Reconstruction for Accelerating MR Imaging via Federated Learning With Neural Architecture Search.","2025","IEEE transactions on medical imaging","https://pubmed.ncbi.nlm.nih.gov/39037877/","https://doi.org/10.1109/TMI.2024.3432388"
"41163810","Gender and racial bias unveiled: clinical artificial intelligence (AI) and machine learning (ML) algorithms are fanning the flames of inequity.","2025","Oxford open digital health","https://pubmed.ncbi.nlm.nih.gov/41163810/","https://doi.org/10.1093/oodh/oqaf027"
"40213102","Future horizons in diabetes: integrating AI and personalized care.","2025","Frontiers in endocrinology","https://pubmed.ncbi.nlm.nih.gov/40213102/","https://doi.org/10.3389/fendo.2025.1583227"
"40966528","Fusion of X-Ray Images and Clinical Data for a Multimodal Deep Learning Prediction Model of Osteoporosis: Algorithm Development and Validation Study.","2025","JMIR medical informatics","https://pubmed.ncbi.nlm.nih.gov/40966528/","https://doi.org/10.2196/70738"
"40624105","Fused federated learning framework for secure and decentralized patient monitoring in healthcare 5.0 using IoMT.","2025","Scientific reports","https://pubmed.ncbi.nlm.nih.gov/40624105/","https://doi.org/10.1038/s41598-025-06574-w"
"41212692","FunOTTA: On-the-Fly Adaptation on Cross-Domain Fundus Image via Stable Test-time Training.","2025","IEEE transactions on medical imaging","https://pubmed.ncbi.nlm.nih.gov/41212692/","https://doi.org/10.1109/TMI.2025.3631049"
"40108714","From virtual to reality: innovative practices of digital twins in tumor therapy.","2025","Journal of translational medicine","https://pubmed.ncbi.nlm.nih.gov/40108714/","https://doi.org/10.1186/s12967-025-06371-z"
"40367064","From manual clinical criteria to machine learning algorithms: Comparing outcome endpoints derived from diverse electronic health record data modalities.","2025","PLOS digital health","https://pubmed.ncbi.nlm.nih.gov/40367064/","https://doi.org/10.1371/journal.pdig.0000755"
"40626693","Foundation models for radiology: fundamentals, applications, opportunities, challenges, risks, and prospects.","2025","Diagnostic and interventional radiology (Ankara, Turkey)","https://pubmed.ncbi.nlm.nih.gov/40626693/","https://doi.org/10.4274/dir.2025.253445"
"40770121","Foundation models for radiology-the position of the AI for Health Imaging (AI4HI) network.","2025","Insights into imaging","https://pubmed.ncbi.nlm.nih.gov/40770121/","https://doi.org/10.1186/s13244-025-02056-9"
"41450491","Filling the gap: artificial intelligence-driven one health integration to strengthen pandemic preparedness in resource-limited settings.","2025","Frontiers in public health","https://pubmed.ncbi.nlm.nih.gov/41450491/","https://doi.org/10.3389/fpubh.2025.1707306"
"40195943","Fetal origins of adult disease: transforming prenatal care by integrating Barker's Hypothesis with AI-driven 4D ultrasound.","2025","Journal of perinatal medicine","https://pubmed.ncbi.nlm.nih.gov/40195943/","https://doi.org/10.1515/jpm-2024-0617"
"41623885","Federated multimodal AI for precision-equitable diabetes care.","2025","Frontiers in digital health","https://pubmed.ncbi.nlm.nih.gov/41623885/","https://doi.org/10.3389/fdgth.2025.1678047"
"41023829","Federated learning for early severity prediction in acute pancreatitis: a multi-center study.","2025","BMC gastroenterology","https://pubmed.ncbi.nlm.nih.gov/41023829/","https://doi.org/10.1186/s12876-025-04265-4"
"41228128","Federated Learning in Public Health: A Systematic Review of Decentralized, Equitable, and Secure Disease Prevention Approaches.","2025","Healthcare (Basel, Switzerland)","https://pubmed.ncbi.nlm.nih.gov/41228128/","https://doi.org/10.3390/healthcare13212760"
"40270427","Federated Learning for Healthcare: Class Imbalance Mitigation and Feature Drift Detection.","2025","Studies in health technology and informatics","https://pubmed.ncbi.nlm.nih.gov/40270427/","https://doi.org/10.3233/SHTI250203"
"40624414","Fairness of machine learning readmission predictions following open ventral hernia repair.","2025","Surgical endoscopy","https://pubmed.ncbi.nlm.nih.gov/40624414/","https://doi.org/10.1007/s00464-025-11927-7"
"40517328","FairICP: identifying biases and increasing transparency at the point of care in post-implementation clinical decision support using inductive conformal prediction.","2025","Journal of the American Medical Informatics Association : JAMIA","https://pubmed.ncbi.nlm.nih.gov/40517328/","https://doi.org/10.1093/jamia/ocaf095"
"41100248","FairFedMed: Benchmarking Group Fairness in Federated Medical Imaging with FairLoRA.","2025","IEEE transactions on medical imaging","https://pubmed.ncbi.nlm.nih.gov/41100248/","https://doi.org/10.1109/TMI.2025.3622522"
"40776262","FairFML: A Unified Approach to Algorithmic Fair Federated Learning with Applications to Reducing Gender Disparities in Cardiac Arrest Outcomes.","2025","Studies in health technology and informatics","https://pubmed.ncbi.nlm.nih.gov/40776262/","https://doi.org/10.3233/SHTI251245"
"40184460","FairDiffusion: Enhancing equity in latent diffusion models via fair Bayesian perturbation.","2025","Science advances","https://pubmed.ncbi.nlm.nih.gov/40184460/","https://doi.org/10.1126/sciadv.ads4593"
"40831669","Fair Text to Medical Image Diffusion Model with Subgroup Distribution Aligned Tuning.","2025","Proceedings of SPIE--the International Society for Optical Engineering","https://pubmed.ncbi.nlm.nih.gov/40831669/","https://doi.org/10.1117/12.3046450"
"41269301","Factors influencing AI acceptance in radiology: a systematic review across the radiology workflow.","2025","European radiology","https://pubmed.ncbi.nlm.nih.gov/41269301/","https://doi.org/10.1007/s00330-025-12129-4"
"39704065","Facilitators and Barriers to Increasing Equity in Cystic Fibrosis Newborn Screening Algorithms.","2025","Pediatric pulmonology","https://pubmed.ncbi.nlm.nih.gov/39704065/","https://doi.org/10.1002/ppul.27449"
"40072215","External Testing of a Commercial AI Algorithm for Breast Cancer Detection at Screening Mammography.","2025","Radiology. Artificial intelligence","https://pubmed.ncbi.nlm.nih.gov/40072215/","https://doi.org/10.1148/ryai.240287"
"40253926","Exploring trade-offs in equitable stroke risk prediction with parity-constrained and race-free models.","2025","Artificial intelligence in medicine","https://pubmed.ncbi.nlm.nih.gov/40253926/","https://doi.org/10.1016/j.artmed.2025.103130"
"40875775","Exploring the risks of over-reliance on AI in diagnostic pathology. What lessons can be learned to support the training of young pathologists?","2025","PloS one","https://pubmed.ncbi.nlm.nih.gov/40875775/","https://doi.org/10.1371/journal.pone.0323270"
"40571910","Exploring the potential of German claims data to identify incident lung cancer patients.","2025","BMC pulmonary medicine","https://pubmed.ncbi.nlm.nih.gov/40571910/","https://doi.org/10.1186/s12890-025-03740-8"
"41201199","Exploring the impact of generative AI tools on healthcare delivery in Tanzania.","2025","Journal of health organization and management","https://pubmed.ncbi.nlm.nih.gov/41201199/","https://doi.org/10.1108/JHOM-01-2025-0007"
"40554946","Exploring the impact of artificial intelligence integration on medication error reduction: A nursing perspective.","2025","Nurse education in practice","https://pubmed.ncbi.nlm.nih.gov/40554946/","https://doi.org/10.1016/j.nepr.2025.104438"
"39581383","Exploring the efficacy and potential of large language models for depression: A systematic review.","2025","Journal of affective disorders","https://pubmed.ncbi.nlm.nih.gov/39581383/","https://doi.org/10.1016/j.jad.2024.11.052"
"40829151","Exploring the Application of AI and Extended Reality Technologies in Metaverse-Driven Mental Health Solutions: Scoping Review.","2025","Journal of medical Internet research","https://pubmed.ncbi.nlm.nih.gov/40829151/","https://doi.org/10.2196/72400"
"41102216","Exploring biases related to the use of large language models in a multilingual depression corpus.","2025","Scientific reports","https://pubmed.ncbi.nlm.nih.gov/41102216/","https://doi.org/10.1038/s41598-025-19980-x"
"40111287","Exploring Biases of Large Language Models in the Field of Mental Health: Comparative Questionnaire Study of the Effect of Gender and Sexual Orientation in Anorexia Nervosa and Bulimia Nervosa Case Vignettes.","2025","JMIR mental health","https://pubmed.ncbi.nlm.nih.gov/40111287/","https://doi.org/10.2196/57986"
"41141218","Exploring AI Approaches for Breast Cancer Detection and Diagnosis: A Review Article.","2025","Breast cancer (Dove Medical Press)","https://pubmed.ncbi.nlm.nih.gov/41141218/","https://doi.org/10.2147/BCTT.S550307"
"41216267","Explainable Transfer Learning with Residual Attention BiLSTM for Prognosis of Ischemic Heart Disease.","2025","F1000Research","https://pubmed.ncbi.nlm.nih.gov/41216267/","https://doi.org/10.12688/f1000research.166307.3"
"40625466","Evolving Zero Trust Architectures for AI-Driven Cyber Threats in Healthcare and Other High-Risk Data Environments: A Systematic Review.","2025","Cureus","https://pubmed.ncbi.nlm.nih.gov/40625466/","https://doi.org/10.7759/cureus.85446"
"40833534","Evolution and integration of artificial intelligence across the cancer continuum in women: advances in risk assessment, prevention, and early detection.","2025","Cancer causes & control : CCC","https://pubmed.ncbi.nlm.nih.gov/40833534/","https://doi.org/10.1007/s10552-025-02048-6"
"40587410","Evidence-based Knowledge Synthesis and Hypothesis Validation: Navigating Biomedical Knowledge Bases via Explainable AI and Agentic Systems.","2025","Journal of visualized experiments : JoVE","https://pubmed.ncbi.nlm.nih.gov/40587410/","https://doi.org/10.3791/67525"
"40189534","Evaluation of machine learning methods for prediction of heart failure mortality and readmission: meta-analysis.","2025","BMC cardiovascular disorders","https://pubmed.ncbi.nlm.nih.gov/40189534/","https://doi.org/10.1186/s12872-025-04700-0"
"40588700","Evaluation of Cone-Beam Computed Tomography Images with Artificial Intelligence.","2025","Journal of imaging informatics in medicine","https://pubmed.ncbi.nlm.nih.gov/40588700/","https://doi.org/10.1007/s10278-025-01595-3"
"40665293","Evaluation of Artificial Intelligence-based diagnosis for facial fractures, advantages compared with conventional imaging diagnosis: a systematic review and meta-analysis.","2025","BMC musculoskeletal disorders","https://pubmed.ncbi.nlm.nih.gov/40665293/","https://doi.org/10.1186/s12891-025-08842-2"
"40354109","Evaluation and Bias Analysis of Large Language Models in Generating Synthetic Electronic Health Records: Comparative Study.","2025","Journal of medical Internet research","https://pubmed.ncbi.nlm.nih.gov/40354109/","https://doi.org/10.2196/65317"
"40680763","Evaluating the generalisability of formulas used to set tidal volumes in mechanically ventilated patients: an observational, multicohort, retrospective study.","2025","The Lancet. Respiratory medicine","https://pubmed.ncbi.nlm.nih.gov/40680763/","https://doi.org/10.1016/S2213-2600(25)00126-2"
"40281134","Evaluating the feasibility of 12-lead electrocardiogram reconstruction from limited leads using deep learning.","2025","Communications medicine","https://pubmed.ncbi.nlm.nih.gov/40281134/","https://doi.org/10.1038/s43856-025-00814-w"
"40274119","Evaluating the ability of artificial intelligence to predict suicide: A systematic review of reviews.","2025","Journal of affective disorders","https://pubmed.ncbi.nlm.nih.gov/40274119/","https://doi.org/10.1016/j.jad.2025.04.078"
"40616933","Evaluating the Performance and Potential Bias of Predictive Models for Detection of Transthyretin Cardiac Amyloidosis.","2025","JACC. Advances","https://pubmed.ncbi.nlm.nih.gov/40616933/","https://doi.org/10.1016/j.jacadv.2025.101901"
"39616981","Evaluating predictive artificial intelligence approaches used in mobile health platforms to forecast mental health symptoms among youth: a systematic review.","2025","Psychiatry research","https://pubmed.ncbi.nlm.nih.gov/39616981/","https://doi.org/10.1016/j.psychres.2024.116277"
"40495929","Evaluating artificial intelligence bias in nephrology: the role of diversity, equity, and inclusion in AI-driven decision-making and ethical regulation.","2025","Frontiers in artificial intelligence","https://pubmed.ncbi.nlm.nih.gov/40495929/","https://doi.org/10.3389/frai.2025.1525937"
"40269315","Evaluating and mitigating bias in AI-based medical text generation.","2025","Nature computational science","https://pubmed.ncbi.nlm.nih.gov/40269315/","https://doi.org/10.1038/s43588-025-00789-7"
"40011901","Evaluating and addressing demographic disparities in medical large language models: a systematic review.","2025","International journal for equity in health","https://pubmed.ncbi.nlm.nih.gov/40011901/","https://doi.org/10.1186/s12939-025-02419-0"
"40629303","Evaluating accountability, transparency, and bias in AI-assisted healthcare decision- making: a qualitative study of healthcare professionals' perspectives in the UK.","2025","BMC medical ethics","https://pubmed.ncbi.nlm.nih.gov/40629303/","https://doi.org/10.1186/s12910-025-01243-z"
"39731895","Evaluating LLM-based generative AI tools in emergency triage: A comparative study of ChatGPT Plus, Copilot Pro, and triage nurses.","2025","The American journal of emergency medicine","https://pubmed.ncbi.nlm.nih.gov/39731895/","https://doi.org/10.1016/j.ajem.2024.12.024"
"41550348","Evaluating AI-driven precision oncology for breast cancer in low- and middle-income countries: a review of machine learning performance, genomic data use, and clinical feasibility.","2025","Frontiers in digital health","https://pubmed.ncbi.nlm.nih.gov/41550348/","https://doi.org/10.3389/fdgth.2025.1702339"
"40198930","Evaluating AI adoption in healthcare: Insights from the information governance professionals in the United Kingdom.","2025","International journal of medical informatics","https://pubmed.ncbi.nlm.nih.gov/40198930/","https://doi.org/10.1016/j.ijmedinf.2025.105909"
"39657965","Ethics of artificial intelligence in embryo assessment: mapping the terrain.","2025","Human reproduction (Oxford, England)","https://pubmed.ncbi.nlm.nih.gov/39657965/","https://doi.org/10.1093/humrep/deae264"
"40095828","Ethics of Foundation Models in Computational Pathology: Overview of Contemporary Issues and Future Implications.","2025","IEEE transactions on medical imaging","https://pubmed.ncbi.nlm.nih.gov/40095828/","https://doi.org/10.1109/TMI.2025.3551913"
"40166843","Ethics From the Outset: Incorporating Ethical Considerations into the Artificial Intelligence and Technology Collaboratories for Aging Research Pilot Projects.","2025","The journals of gerontology. Series A, Biological sciences and medical sciences","https://pubmed.ncbi.nlm.nih.gov/40166843/","https://doi.org/10.1093/gerona/glaf035"
"41115740","Ethical, Regulatory, and Practical Challenges in Artificial Intelligence-Driven Chest Imaging.","2025","Seminars in roentgenology","https://pubmed.ncbi.nlm.nih.gov/41115740/","https://doi.org/10.1053/j.ro.2025.06.003"
"41017838","Ethical use of AI in infectious diagnostic decision and therapeutic stewardship.","2025","IDCases","https://pubmed.ncbi.nlm.nih.gov/41017838/","https://doi.org/10.1016/j.idcr.2025.e02356"
"41127255","Ethical sourcing in the context of health data supply chain management: a value sensitive design approach.","2025","JAMIA open","https://pubmed.ncbi.nlm.nih.gov/41127255/","https://doi.org/10.1093/jamiaopen/ooaf101"
"40458639","Ethical framework for responsible foundational models in medical imaging.","2025","Frontiers in medicine","https://pubmed.ncbi.nlm.nih.gov/40458639/","https://doi.org/10.3389/fmed.2025.1544501"
"40702980","Ethical decision-making for AI in mental health: the Integrated Ethical Approach for Computational Psychiatry (IEACP) framework.","2025","Psychological medicine","https://pubmed.ncbi.nlm.nih.gov/40702980/","https://doi.org/10.1017/S0033291725101311"
"41099231","Ethical concerns of AI in healthcare: A systematic review of qualitative studies.","2025","Nursing ethics","https://pubmed.ncbi.nlm.nih.gov/41099231/","https://doi.org/10.1177/09697330251385024"
"41452505","Ethical challenges and governance of artificial intelligence in hepatocellular carcinoma management : Wan DL et al. Ethical considerations in AI for hepatocellular carcinoma.","2025","Medical oncology (Northwood, London, England)","https://pubmed.ncbi.nlm.nih.gov/41452505/","https://doi.org/10.1007/s12032-025-03157-7"
"40045476","Ethical and regulatory considerations in the use of AI and machine learning in nursing: A systematic review.","2025","International nursing review","https://pubmed.ncbi.nlm.nih.gov/40045476/","https://doi.org/10.1111/inr.70010"
"41333106","Ethical and practical challenges of generative AI in healthcare and proposed solutions: a survey.","2025","Frontiers in digital health","https://pubmed.ncbi.nlm.nih.gov/41333106/","https://doi.org/10.3389/fdgth.2025.1692517"
"41118365","Ethical and legal considerations of artificial intelligence applications in psychiatric violence risk assessment: A scoping review protocol.","2025","PloS one","https://pubmed.ncbi.nlm.nih.gov/41118365/","https://doi.org/10.1371/journal.pone.0334649"
"41164831","Ethical and legal concerns in artificial intelligence applications for the diagnosis and treatment of lung cancer: a scoping review.","2025","Frontiers in public health","https://pubmed.ncbi.nlm.nih.gov/41164831/","https://doi.org/10.3389/fpubh.2025.1663298"
"41399268","Ethical Use of Artificial Intelligence for Processing Medical Images.","2025","Journal of Korean medical science","https://pubmed.ncbi.nlm.nih.gov/41399268/","https://doi.org/10.3346/jkms.2025.40.e341"
"40844259","Ethical Reflections on Integrating Artificial Intelligence in Care Practices.","2025","Community health equity research & policy","https://pubmed.ncbi.nlm.nih.gov/40844259/","https://doi.org/10.1177/2752535X251370928"
"40908141","Ethical Pitfalls in AI-Based Predictive Models in Surgery.","2025","World journal of surgery","https://pubmed.ncbi.nlm.nih.gov/40908141/","https://doi.org/10.1002/wjs.70080"
"40633920","Ethical Implications of Artificial Intelligence in Vaccine Equity: Protocol for Exploring Vaccine Distribution Planning and Scheduling in Pandemics in Low- and Middle-Income Countries.","2025","JMIR research protocols","https://pubmed.ncbi.nlm.nih.gov/40633920/","https://doi.org/10.2196/76634"
"40094090","Ethical Considerations Emerge from Artificial Intelligence (AI) in Biotechnology.","2025","Avicenna journal of medical biotechnology","https://pubmed.ncbi.nlm.nih.gov/40094090/","https://doi.org/10.18502/ajmb.v17i1.17680"
"41044982","Ethical Big Data for Personalised Mental Health Nursing: A P4 and Systems View.","2025","Journal of psychiatric and mental health nursing","https://pubmed.ncbi.nlm.nih.gov/41044982/","https://doi.org/10.1111/jpm.70038"
"40756387","Ethical AI in medical text generation: balancing innovation with privacy in public health.","2025","Frontiers in public health","https://pubmed.ncbi.nlm.nih.gov/40756387/","https://doi.org/10.3389/fpubh.2025.1583507"
"40026843","Equitable hospital length of stay prediction for patients with learning disabilities and multiple long-term conditions using machine learning.","2025","Frontiers in digital health","https://pubmed.ncbi.nlm.nih.gov/40026843/","https://doi.org/10.3389/fdgth.2025.1538793"
"40997128","Equitable AI: Exploring the role of gender in poverty estimation models using geospatial data.","2025","PloS one","https://pubmed.ncbi.nlm.nih.gov/40997128/","https://doi.org/10.1371/journal.pone.0332193"
"40455916","Equality, diversity, and inclusion in artificial intelligence-driven healthcare chatbots: addressing challenges and shaping strategies.","2025","European journal of cardiovascular nursing","https://pubmed.ncbi.nlm.nih.gov/40455916/","https://doi.org/10.1093/eurjcn/zvaf104"
"39958549","Enhancing rectal cancer liver metastasis prediction: Magnetic resonance imaging-based radiomics, bias mitigation, and regulatory considerations.","2025","World journal of gastrointestinal oncology","https://pubmed.ncbi.nlm.nih.gov/39958549/","https://doi.org/10.4251/wjgo.v17.i2.102151"
"39875702","Enhancing quantitative coronary angiography (QCA) with advanced artificial intelligence: comparison with manual QCA and visual estimation.","2025","The international journal of cardiovascular imaging","https://pubmed.ncbi.nlm.nih.gov/39875702/","https://doi.org/10.1007/s10554-025-03342-9"
"41254202","Enhancing automatic diagnosis of thyroid nodules from ultrasound scans leveraging deep learning models.","2025","Scientific reports","https://pubmed.ncbi.nlm.nih.gov/41254202/","https://doi.org/10.1038/s41598-025-25780-0"
"40100249","Enhancing Patient Outcome Prediction Through Deep Learning With Sequential Diagnosis Codes From Structured Electronic Health Record Data: Systematic Review.","2025","Journal of medical Internet research","https://pubmed.ncbi.nlm.nih.gov/40100249/","https://doi.org/10.2196/57358"
"41404849","Enhancing Patient Empowerment Through Artificial Intelligence in Liver Cancer.","2025","The American journal of gastroenterology","https://pubmed.ncbi.nlm.nih.gov/41404849/","https://doi.org/10.14309/ajg.0000000000003872"
"40142244","Enhancing Ophthalmic Diagnosis and Treatment with Artificial Intelligence.","2025","Medicina (Kaunas, Lithuania)","https://pubmed.ncbi.nlm.nih.gov/40142244/","https://doi.org/10.3390/medicina61030433"
"40512645","Enhancing Free-Hand 3-D Photoacoustic and Ultrasound Reconstruction Using Deep Learning.","2025","IEEE transactions on medical imaging","https://pubmed.ncbi.nlm.nih.gov/40512645/","https://doi.org/10.1109/TMI.2025.3579454"
"40938311","Enhanced guidance on artificial intelligence for medical publication and communication professionals.","2025","Current medical research and opinion","https://pubmed.ncbi.nlm.nih.gov/40938311/","https://doi.org/10.1080/03007995.2025.2556012"
"40096351","Enhanced U-Net for Infant Brain MRI Segmentation: A (2+1)D Convolutional Approach.","2025","Sensors (Basel, Switzerland)","https://pubmed.ncbi.nlm.nih.gov/40096351/","https://doi.org/10.3390/s25051531"
"39909831","Engagement of Older Adults in the Design, Implementation, and Evaluation of Artificial Intelligence Systems for Aging: A Scoping Review.","2025","The journals of gerontology. Series A, Biological sciences and medical sciences","https://pubmed.ncbi.nlm.nih.gov/39909831/","https://doi.org/10.1093/gerona/glaf024"
"40488301","Empowering public health: Leveraging AI for early detection, treatment, and disease prevention in communities - A scoping review.","2025","Journal of postgraduate medicine","https://pubmed.ncbi.nlm.nih.gov/40488301/","https://doi.org/10.4103/jpgm.jpgm_634_24"
"39075715","Empowering nurses to champion Health equity & BE FAIR: Bias elimination for fair and responsible AI in healthcare.","2025","Journal of nursing scholarship : an official publication of Sigma Theta Tau International Honor Society of Nursing","https://pubmed.ncbi.nlm.nih.gov/39075715/","https://doi.org/10.1111/jnu.13007"
"40726749","Empirical Comparison of Post-processing Debiasing Methods for Machine Learning Classifiers in Healthcare.","2025","Journal of healthcare informatics research","https://pubmed.ncbi.nlm.nih.gov/40726749/","https://doi.org/10.1007/s41666-025-00196-7"
"40079820","Emerging algorithmic bias: fairness drift as the next dimension of model maintenance and sustainability.","2025","Journal of the American Medical Informatics Association : JAMIA","https://pubmed.ncbi.nlm.nih.gov/40079820/","https://doi.org/10.1093/jamia/ocaf039"
"41554157","Emergency Department Visit-Severity Algorithm for Immediate Care Clinic Visits.","2025","The western journal of emergency medicine","https://pubmed.ncbi.nlm.nih.gov/41554157/","https://doi.org/10.5811/westjem.47360"
"39932542","Eliminating the second CT scan of dual-tracer total-body PET/CT via deep learning-based image synthesis and registration.","2025","European journal of nuclear medicine and molecular imaging","https://pubmed.ncbi.nlm.nih.gov/39932542/","https://doi.org/10.1007/s00259-025-07113-5"
"41026252","Electrocardiogram heart rate variability for machine learning diagnosis of obstructive sleep Apnoea: A bayesian meta-analysis.","2025","Sleep & breathing = Schlaf & Atmung","https://pubmed.ncbi.nlm.nih.gov/41026252/","https://doi.org/10.1007/s11325-025-03476-z"
"40825541","Efficient Detection of Stigmatizing Language in Electronic Health Records via In-Context Learning: Comparative Analysis and Validation Study.","2025","JMIR medical informatics","https://pubmed.ncbi.nlm.nih.gov/40825541/","https://doi.org/10.2196/68955"
"40507370","Effectiveness of Artificial Intelligence Models in Predicting Lung Cancer Recurrence: A Gene Biomarker-Driven Review.","2025","Cancers","https://pubmed.ncbi.nlm.nih.gov/40507370/","https://doi.org/10.3390/cancers17111892"
"40367506","Effectiveness of AI-Driven Conversational Agents in Improving Mental Health Among Young People: Systematic Review and Meta-Analysis.","2025","Journal of medical Internet research","https://pubmed.ncbi.nlm.nih.gov/40367506/","https://doi.org/10.2196/69639"
"40111867","Easy ensemble classifier-group and intersectional fairness and threshold (EEC-GIFT): a fairness-aware machine learning framework for lung cancer screening eligibility using real-world data.","2025","JNCI cancer spectrum","https://pubmed.ncbi.nlm.nih.gov/40111867/","https://doi.org/10.1093/jncics/pkaf030"
"39509314","Domain Progressive Low-Dose CT Imaging Using Iterative Partial Diffusion Model.","2025","IEEE transactions on medical imaging","https://pubmed.ncbi.nlm.nih.gov/39509314/","https://doi.org/10.1109/TMI.2024.3492260"
"39924298","Does the Digital Therapeutic Alliance Exist? Integrative Review.","2025","JMIR mental health","https://pubmed.ncbi.nlm.nih.gov/39924298/","https://doi.org/10.2196/69294"
